part,severity,damage_type,coverage_percent,cost
hood,minor,tire flat,16.64,4060
hood,minor,glass shatter,23.16,12764
front_bumper,moderate,glass shatter,23.48,12563
front_glass,minor,crack,5.14,7914
front_door,minor,dent,13.65,3680
hood,minor,lamp broken,19.35,8388
back_bumper,moderate,glass shatter,2.76,11836
front_glass,severe,tire flat,18.34,16333
back_bumper,minor,crack,2.69,3292
back_light,minor,lamp broken,14.09,2474
front_door,minor,crack,14.28,5179
back_glass,moderate,crack,1.17,10776
hood,minor,glass shatter,5.36,12716
back_door,moderate,tire flat,16.9,5010
front_bumper,minor,tire flat,20.82,2610
back_bumper,moderate,tire flat,17.56,3480
front_door,moderate,glass shatter,2.84,16144
back_light,minor,crack,17.8,1809
back_glass,moderate,lamp broken,16.14,15077
back_door,moderate,lamp broken,6.9,9917
back_light,minor,tire flat,3.29,1032
back_light,moderate,scratch,3.53,1071
front_light,moderate,scratch,15.17,1339
front_bumper,moderate,glass shatter,12.7,12313
back_glass,minor,scratch,23.7,2310
back_bumper,minor,dent,12.29,2583
back_glass,moderate,dent,7.41,8385
back_bumper,minor,tire flat,19.96,2062
front_glass,moderate,glass shatter,15.56,29503
hood,moderate,glass shatter,21.79,21520
back_door,minor,lamp broken,17.95,6222
front_door,moderate,lamp broken,3.49,12388
front_door,moderate,lamp broken,21.44,11978
back_bumper,minor,dent,9.96,2409
front_light,minor,scratch,18.31,865
front_door,minor,dent,21.03,4330
front_bumper,moderate,glass shatter,16.92,12804
front_glass,moderate,scratch,18.61,5337
front_bumper,moderate,tire flat,20.05,4300
back_bumper,moderate,crack,18.03,5854
back_door,moderate,crack,1.72,7139
back_light,moderate,crack,14.92,2801
hood,minor,tire flat,13.15,3425
front_bumper,moderate,tire flat,8.47,3622
front_door,severe,lamp broken,22.07,18244
back_bumper,minor,lamp broken,2.0,4557
hood,moderate,lamp broken,10.14,14076
hood,minor,lamp broken,6.57,8237
front_bumper,moderate,glass shatter,21.59,11547
back_light,minor,scratch,11.21,597
back_glass,severe,crack,7.16,18815
front_door,severe,scratch,9.78,4629
back_glass,minor,dent,16.25,5320
back_door,moderate,crack,6.31,7260
back_glass,minor,glass shatter,22.56,13964
front_bumper,moderate,crack,14.99,6212
front_glass,minor,tire flat,22.78,6425
back_bumper,minor,scratch,9.48,1170
back_bumper,minor,tire flat,9.81,1946
front_glass,minor,dent,8.07,6193
front_glass,moderate,tire flat,22.44,8577
front_glass,minor,dent,7.26,7307
front_bumper,moderate,glass shatter,11.74,13978
back_bumper,minor,tire flat,23.9,2279
back_door,minor,tire flat,11.99,2802
front_glass,minor,glass shatter,13.54,19383
back_bumper,moderate,scratch,13.88,1951
back_glass,moderate,scratch,19.82,3810
front_glass,moderate,dent,20.6,12039
back_door,moderate,tire flat,2.25,5151
hood,minor,tire flat,8.56,3980
front_door,moderate,glass shatter,16.02,19452
hood,minor,crack,23.2,5916
back_door,minor,lamp broken,3.0,7260
front_glass,minor,lamp broken,9.21,10880
front_bumper,moderate,dent,7.88,5301
back_light,moderate,glass shatter,7.08,6659
front_glass,moderate,scratch,9.97,5773
front_bumper,severe,lamp broken,20.48,14044
back_light,moderate,dent,11.48,2315
front_glass,severe,lamp broken,15.93,35572
front_bumper,moderate,scratch,20.18,2066
hood,severe,dent,23.19,13101
front_door,minor,scratch,5.94,1672
back_glass,minor,tire flat,4.82,3552
hood,minor,crack,12.35,6786
back_door,moderate,tire flat,11.27,5184
front_light,severe,dent,4.45,4181
front_bumper,minor,tire flat,1.06,2316
front_bumper,moderate,crack,1.64,5475
front_bumper,severe,crack,16.21,9037
front_light,moderate,scratch,13.27,1269
back_glass,moderate,crack,23.66,11823
back_bumper,minor,crack,3.23,3136
front_light,minor,scratch,15.03,880
front_glass,minor,crack,18.46,9290
back_light,severe,crack,23.02,4924
back_glass,moderate,dent,5.27,9417
front_door,minor,lamp broken,21.95,7214
back_door,moderate,glass shatter,7.31,16962
back_bumper,moderate,tire flat,23.22,3750
back_glass,minor,crack,21.14,6138
back_glass,moderate,lamp broken,2.87,14764
front_bumper,minor,lamp broken,22.52,5366
back_bumper,minor,dent,8.22,2575
back_glass,minor,dent,1.17,5250
back_door,minor,dent,5.78,3505
back_door,minor,lamp broken,12.14,6696
back_door,minor,tire flat,17.45,2788
front_bumper,moderate,tire flat,10.32,3495
back_door,minor,glass shatter,10.98,8744
hood,moderate,scratch,3.27,3861
front_light,moderate,dent,5.16,2698
front_glass,moderate,lamp broken,17.21,20368
front_bumper,minor,glass shatter,2.05,6979
back_bumper,severe,dent,17.27,7756
back_bumper,minor,crack,17.48,2929
back_door,minor,lamp broken,4.17,7225
front_glass,moderate,dent,1.58,10072
back_door,minor,scratch,17.37,1610
back_bumper,minor,scratch,7.15,1066
front_glass,moderate,tire flat,19.89,10081
back_light,minor,dent,3.09,1240
front_glass,minor,glass shatter,13.64,16671
front_glass,moderate,crack,7.08,12933
front_door,minor,scratch,13.45,1752
back_door,minor,glass shatter,9.6,9092
front_light,minor,dent,19.84,1734
back_bumper,minor,dent,14.01,2712
hood,moderate,tire flat,8.15,6055
back_light,minor,lamp broken,17.93,2604
back_door,minor,dent,20.88,4044
back_bumper,moderate,lamp broken,7.06,7871
front_glass,moderate,tire flat,22.3,9600
back_glass,minor,glass shatter,22.55,15120
back_light,minor,glass shatter,4.94,3985
back_light,severe,tire flat,23.43,2868
front_glass,severe,dent,9.92,20305
front_light,minor,glass shatter,21.61,5113
front_bumper,severe,crack,10.08,8337
front_bumper,minor,crack,13.22,3393
front_bumper,minor,tire flat,2.85,1954
back_bumper,moderate,dent,8.92,4075
front_bumper,minor,scratch,3.87,1132
hood,minor,glass shatter,13.38,11398
back_door,minor,dent,10.75,4186
back_glass,minor,glass shatter,22.55,14623
front_door,minor,dent,8.1,3557
front_glass,minor,scratch,7.61,3201
front_light,minor,glass shatter,9.72,4285
front_bumper,minor,lamp broken,3.37,5036
front_glass,minor,glass shatter,13.23,17873
back_glass,moderate,tire flat,10.51,6264
front_glass,minor,scratch,23.87,3628
front_door,minor,tire flat,6.39,3294
back_glass,minor,tire flat,15.06,4286
back_glass,moderate,lamp broken,9.71,14563
front_bumper,minor,crack,2.99,3398
back_door,moderate,crack,13.46,8439
hood,severe,glass shatter,7.19,31760
back_bumper,minor,scratch,11.59,1147
back_bumper,minor,crack,23.22,3123
front_door,moderate,glass shatter,10.13,17927
back_door,minor,lamp broken,1.88,7042
front_glass,moderate,lamp broken,7.16,18997
hood,moderate,tire flat,8.96,6780
back_bumper,moderate,dent,16.26,4524
hood,minor,crack,9.57,6125
back_bumper,moderate,tire flat,6.66,3493
hood,moderate,scratch,6.92,4036
front_glass,moderate,scratch,20.15,4768
front_glass,minor,crack,21.62,8342
front_bumper,minor,crack,3.06,3224
back_bumper,moderate,dent,8.19,3929
back_glass,moderate,tire flat,12.52,7526
back_door,minor,scratch,14.29,1675
back_light,minor,lamp broken,9.46,2750
front_door,moderate,tire flat,18.63,5743
front_door,severe,glass shatter,13.03,28125
hood,minor,crack,22.63,6743
back_bumper,minor,scratch,22.0,1246
front_light,severe,crack,9.97,6272
back_glass,minor,lamp broken,23.67,9681
back_light,moderate,glass shatter,13.26,6309
front_bumper,moderate,crack,7.06,5394
hood,moderate,lamp broken,23.27,14020
front_bumper,severe,lamp broken,7.5,14572
back_glass,moderate,scratch,12.92,3835
front_door,moderate,glass shatter,9.48,19175
front_door,minor,dent,10.83,4192
back_glass,minor,lamp broken,3.95,7976
front_light,minor,crack,6.94,2210
hood,moderate,scratch,11.2,3720
hood,minor,crack,15.51,6578
back_light,minor,dent,22.03,1615
front_door,minor,tire flat,22.91,3469
front_bumper,moderate,crack,12.0,6658
hood,moderate,lamp broken,9.65,14968
front_glass,minor,tire flat,1.76,5680
front_glass,moderate,crack,5.85,13332
back_light,moderate,glass shatter,1.56,5304
back_light,minor,crack,24.62,1832
back_door,minor,scratch,10.82,1811
front_light,minor,tire flat,7.7,1301
front_light,moderate,dent,5.96,3125
back_light,moderate,lamp broken,5.72,3891
back_door,minor,crack,10.81,5004
front_glass,minor,lamp broken,2.5,13087
back_glass,severe,lamp broken,3.29,26287
front_bumper,minor,glass shatter,22.38,7679
front_light,minor,dent,18.01,1717
front_light,severe,lamp broken,21.35,9597
front_light,minor,dent,8.63,1890
front_bumper,minor,lamp broken,13.35,4776
front_door,severe,dent,18.4,11689
back_bumper,minor,lamp broken,14.74,4564
front_door,minor,crack,21.48,5602
back_glass,minor,crack,22.07,7490
back_glass,minor,dent,12.46,4843
back_glass,minor,lamp broken,17.27,9959
back_light,minor,crack,18.89,1985
back_door,minor,lamp broken,22.72,7471
front_glass,minor,tire flat,16.12,5574
back_light,minor,crack,8.77,1976
front_glass,minor,crack,6.9,8612
front_light,moderate,lamp broken,19.98,5970
front_glass,minor,dent,22.08,8168
front_glass,moderate,crack,21.6,13670
front_glass,minor,tire flat,12.38,5538
back_light,moderate,dent,16.64,2502
back_bumper,minor,glass shatter,7.54,5927
back_bumper,minor,dent,8.86,2458
back_light,minor,tire flat,24.09,1292
front_glass,moderate,tire flat,16.79,9442
front_light,moderate,tire flat,16.41,2089
front_light,minor,dent,19.75,1844
back_door,minor,lamp broken,24.7,7266
back_bumper,minor,glass shatter,13.61,7286
front_glass,minor,glass shatter,6.58,19183
front_glass,minor,scratch,10.94,2935
hood,minor,crack,5.37,6506
front_light,minor,tire flat,4.87,1240
front_glass,moderate,crack,6.33,12839
front_bumper,minor,scratch,8.14,1424
front_door,minor,dent,12.46,4330
back_glass,moderate,dent,9.31,9705
back_door,severe,tire flat,1.68,7536
back_door,moderate,scratch,9.58,3080
front_door,severe,lamp broken,24.94,20336
back_light,minor,dent,16.17,1434
front_bumper,moderate,glass shatter,11.11,10946
front_light,severe,glass shatter,22.52,12171
back_door,moderate,lamp broken,24.37,10599
back_glass,moderate,glass shatter,2.27,19883
hood,minor,tire flat,11.75,3919
back_glass,moderate,dent,4.24,8370
front_bumper,moderate,tire flat,10.69,3511
back_door,minor,glass shatter,20.34,10473
front_glass,minor,tire flat,5.59,4921
front_door,minor,lamp broken,24.55,7217
back_light,minor,scratch,7.39,648
back_glass,minor,scratch,10.53,2107
front_door,moderate,crack,9.0,9089
hood,moderate,crack,14.05,9723
back_glass,minor,tire flat,10.15,4499
back_bumper,minor,lamp broken,21.53,4383
front_bumper,minor,glass shatter,8.31,6811
back_bumper,minor,glass shatter,15.59,6089
hood,severe,tire flat,22.04,10040
front_glass,minor,crack,13.74,9411
front_door,minor,glass shatter,20.36,10208
hood,moderate,glass shatter,21.69,19721
back_bumper,minor,dent,17.31,2400
hood,minor,dent,13.67,4881
back_glass,minor,crack,11.22,5837
back_bumper,minor,dent,19.88,2613
back_bumper,minor,dent,6.45,2771
front_door,moderate,dent,9.53,6828
back_bumper,minor,tire flat,17.58,2292
back_glass,severe,lamp broken,2.96,22375
back_glass,minor,lamp broken,16.31,9420
back_door,minor,lamp broken,24.79,6743
front_light,moderate,glass shatter,23.62,8550
front_bumper,minor,tire flat,8.82,2026
back_bumper,moderate,crack,6.39,5549
back_glass,minor,tire flat,22.26,3784
back_bumper,moderate,tire flat,11.06,3177
back_door,moderate,glass shatter,18.09,18251
back_door,minor,lamp broken,9.97,6036
front_door,minor,dent,12.37,4234
back_bumper,severe,dent,6.4,6840
back_glass,minor,lamp broken,20.84,8729
front_glass,minor,lamp broken,22.51,12326
front_bumper,minor,scratch,10.24,1394
back_door,minor,tire flat,9.52,3124
front_bumper,moderate,lamp broken,8.84,9088
front_door,minor,lamp broken,16.59,7759
back_light,minor,crack,16.77,1812
back_glass,minor,lamp broken,15.66,8800
front_bumper,moderate,glass shatter,24.21,13519
back_glass,moderate,lamp broken,8.73,13881
back_light,minor,dent,6.2,1592
front_light,severe,glass shatter,24.99,13449
front_light,moderate,lamp broken,16.84,4842
front_light,moderate,glass shatter,14.17,7189
back_glass,minor,scratch,18.44,2342
back_glass,minor,glass shatter,5.06,13139
back_bumper,minor,crack,11.09,3265
back_light,minor,lamp broken,3.7,2448
front_glass,moderate,tire flat,9.12,8086
front_light,severe,lamp broken,13.88,7617
front_door,minor,crack,1.33,5157
back_glass,minor,glass shatter,22.31,14484
front_light,minor,tire flat,1.84,1309
front_glass,minor,tire flat,13.79,5687
hood,moderate,scratch,9.32,3713
back_glass,minor,crack,3.78,5743
front_glass,minor,dent,21.38,7196
back_bumper,minor,lamp broken,24.53,4588
hood,minor,lamp broken,19.71,8464
front_glass,moderate,tire flat,11.01,8848
front_door,minor,lamp broken,11.67,7306
back_light,moderate,crack,14.34,3287
front_glass,severe,tire flat,19.07,16343
back_light,moderate,tire flat,22.88,1948
back_light,moderate,crack,1.48,2863
front_glass,minor,crack,24.83,10199
back_light,minor,tire flat,4.79,996
back_bumper,moderate,scratch,23.89,2180
back_light,moderate,lamp broken,18.77,4969
front_door,minor,glass shatter,19.78,11520
front_light,minor,glass shatter,6.6,4467
back_glass,minor,tire flat,1.92,3576
back_glass,minor,scratch,12.25,2522
back_bumper,moderate,scratch,13.64,1770
front_glass,minor,dent,6.68,6189
back_door,moderate,tire flat,7.71,4595
back_glass,moderate,glass shatter,22.26,24333
back_light,severe,glass shatter,10.3,8930
back_bumper,minor,scratch,3.8,1012
back_door,minor,crack,22.57,5484
front_light,minor,crack,7.29,2270
front_door,minor,crack,23.86,4856
front_door,minor,lamp broken,3.69,6264
back_bumper,minor,scratch,24.02,1233
hood,minor,tire flat,6.49,4014
front_bumper,moderate,dent,17.19,4904
front_bumper,severe,dent,9.32,6977
front_light,minor,lamp broken,6.94,3420
back_glass,moderate,crack,14.57,10627
front_bumper,minor,crack,23.09,4025
back_door,minor,tire flat,18.72,3273
back_light,minor,crack,9.08,1890
back_bumper,minor,crack,8.86,3489
front_bumper,minor,crack,12.48,3571
back_door,moderate,tire flat,3.23,4944
back_bumper,minor,tire flat,2.88,2008
front_door,minor,lamp broken,21.24,7034
front_door,moderate,crack,15.57,8231
front_door,minor,crack,1.83,5326
front_door,minor,dent,6.69,3755
front_bumper,moderate,crack,10.8,6289
front_door,severe,crack,18.37,12938
front_door,moderate,glass shatter,16.27,16312
back_light,minor,tire flat,20.03,1197
back_bumper,minor,dent,13.7,2717
hood,minor,tire flat,17.31,4440
back_light,moderate,scratch,17.78,1208
front_door,moderate,glass shatter,21.6,16117
front_light,minor,tire flat,11.08,1367
back_door,moderate,dent,24.52,6384
front_bumper,moderate,lamp broken,7.34,8544
back_light,minor,lamp broken,21.17,2812
front_light,moderate,crack,15.13,4018
back_glass,minor,crack,3.89,6535
front_light,moderate,dent,8.25,3074
back_door,moderate,tire flat,8.37,4930
front_door,moderate,dent,5.01,6016
back_glass,minor,lamp broken,23.31,8807
front_light,minor,scratch,22.02,734
hood,moderate,lamp broken,2.5,12476
back_glass,moderate,crack,14.64,11557
back_glass,minor,dent,23.78,5544
front_door,minor,tire flat,18.07,3565
front_bumper,moderate,glass shatter,7.09,12548
front_glass,minor,dent,17.41,7415
back_door,moderate,tire flat,10.11,5342
hood,moderate,dent,9.04,8057
hood,minor,glass shatter,19.6,12533
back_bumper,minor,crack,14.7,3664
front_glass,minor,scratch,5.84,2895
front_bumper,severe,tire flat,9.73,6636
back_door,moderate,lamp broken,16.35,12865
back_bumper,minor,dent,11.38,2495
back_bumper,moderate,lamp broken,18.97,7306
back_glass,minor,crack,23.1,7402
back_light,minor,scratch,23.54,743
back_light,severe,tire flat,1.36,3160
front_light,minor,lamp broken,17.88,2829
back_glass,minor,crack,24.42,6857
back_glass,minor,glass shatter,10.51,14535
back_door,severe,crack,19.98,13994
front_light,minor,glass shatter,21.05,4846
front_light,minor,dent,22.73,1695
front_light,minor,lamp broken,6.7,3346
back_door,severe,crack,3.33,11111
front_bumper,minor,crack,20.52,3695
front_bumper,minor,lamp broken,20.68,4815
back_glass,moderate,crack,11.19,11508
front_bumper,moderate,dent,19.34,4972
front_glass,moderate,lamp broken,21.9,19195
hood,minor,tire flat,7.27,3546
hood,moderate,lamp broken,24.76,16833
front_glass,minor,lamp broken,11.94,12415
back_door,severe,tire flat,3.46,7565
front_bumper,moderate,glass shatter,15.8,13245
back_glass,minor,crack,7.07,6464
back_glass,moderate,crack,14.69,12075
front_glass,minor,crack,9.72,8776
back_glass,moderate,scratch,7.8,3381
back_glass,minor,dent,19.81,5214
back_door,moderate,scratch,8.84,3063
front_bumper,moderate,crack,19.0,5856
back_door,minor,lamp broken,4.61,6583
back_bumper,moderate,scratch,15.66,2147
front_door,minor,crack,19.5,4663
back_light,moderate,scratch,2.38,1046
back_door,minor,scratch,12.59,1709
back_bumper,minor,lamp broken,11.82,4532
back_glass,minor,crack,2.76,6222
front_light,moderate,dent,16.93,3244
back_door,moderate,dent,9.66,5809
back_light,moderate,glass shatter,21.96,6184
back_glass,moderate,lamp broken,2.22,13317
back_bumper,minor,glass shatter,17.3,6777
front_door,minor,scratch,20.5,1712
front_door,severe,scratch,17.17,5590
back_door,minor,tire flat,23.56,3272
front_bumper,minor,glass shatter,15.59,8149
front_glass,moderate,tire flat,16.9,8714
front_light,minor,lamp broken,17.75,3345
back_glass,minor,lamp broken,20.78,8709
front_glass,minor,crack,3.32,7850
back_light,minor,scratch,13.05,661
front_door,minor,glass shatter,24.57,11416
back_door,moderate,scratch,23.42,2698
front_door,moderate,tire flat,11.89,5586
back_bumper,minor,crack,11.97,2884
front_glass,minor,lamp broken,18.11,11738
back_glass,minor,tire flat,16.09,3979
back_glass,moderate,dent,4.76,9031
back_door,moderate,dent,14.06,6137
back_light,minor,dent,6.37,1272
back_light,moderate,dent,1.58,2054
front_light,moderate,lamp broken,2.47,5182
back_light,moderate,glass shatter,11.61,6227
front_glass,minor,lamp broken,23.39,13781
hood,minor,crack,5.98,5302
hood,moderate,dent,9.49,9111
front_door,minor,crack,10.59,4525
back_glass,minor,glass shatter,17.48,13951
front_door,minor,crack,2.51,5316
back_glass,moderate,dent,6.68,7842
back_door,moderate,dent,9.56,5916
back_bumper,minor,glass shatter,9.8,7322
back_light,minor,scratch,7.89,706
front_door,severe,lamp broken,3.87,19372
front_bumper,moderate,scratch,7.13,1988
front_glass,minor,dent,12.6,7622
back_light,moderate,glass shatter,23.01,7318
back_light,moderate,scratch,6.86,1068
front_door,minor,lamp broken,20.62,6857
back_door,minor,scratch,17.01,1754
hood,minor,lamp broken,22.47,9640
front_glass,severe,glass shatter,7.42,44994
front_bumper,minor,dent,3.41,2742
front_glass,moderate,dent,19.6,13018
back_bumper,minor,lamp broken,22.66,4574
back_door,severe,scratch,2.14,4519
front_glass,minor,tire flat,22.85,5317
front_bumper,minor,crack,16.17,3990
back_light,severe,glass shatter,20.3,11573
back_light,severe,crack,7.12,4368
front_bumper,minor,lamp broken,10.9,4725
back_glass,severe,lamp broken,13.29,25221
back_door,minor,lamp broken,18.38,6782
hood,minor,glass shatter,8.65,13853
front_door,moderate,tire flat,23.62,5262
front_door,minor,tire flat,11.49,3526
back_bumper,moderate,scratch,19.59,1822
hood,minor,tire flat,14.43,4057
back_door,minor,lamp broken,11.02,6041
front_door,moderate,lamp broken,4.33,11704
front_bumper,moderate,scratch,14.22,2308
back_door,minor,tire flat,9.56,2805
back_glass,minor,crack,10.77,6405
back_door,moderate,crack,19.79,8915
back_light,minor,dent,19.02,1630
back_glass,minor,tire flat,20.47,4790
front_bumper,minor,crack,2.29,3810
back_door,minor,glass shatter,24.97,9117
back_bumper,moderate,tire flat,18.08,3915
back_glass,moderate,glass shatter,19.78,22175
back_light,moderate,crack,17.73,3218
back_glass,severe,scratch,12.27,5790
front_door,moderate,tire flat,13.59,4838
back_light,minor,glass shatter,7.88,3362
back_door,minor,dent,19.26,4222
front_glass,moderate,dent,17.45,12398
back_light,moderate,crack,3.16,2802
back_door,minor,lamp broken,22.34,7259
back_glass,moderate,crack,12.98,10523
front_door,minor,tire flat,14.26,3307
front_door,moderate,glass shatter,10.62,18353
back_bumper,minor,scratch,8.73,1109
back_door,minor,tire flat,23.97,2891
back_glass,minor,dent,2.3,4631
back_glass,minor,glass shatter,12.82,13254
front_door,severe,crack,12.5,12037
front_light,moderate,crack,20.15,3528
front_door,minor,lamp broken,1.66,6700
hood,minor,tire flat,18.9,3926
back_glass,moderate,crack,1.53,11470
back_glass,moderate,tire flat,16.99,7204
front_glass,minor,scratch,7.23,3345
front_light,minor,dent,16.45,1688
back_door,minor,lamp broken,5.27,7050
back_bumper,minor,glass shatter,15.65,7663
front_door,moderate,lamp broken,11.69,13140
back_bumper,moderate,tire flat,3.05,3220
back_bumper,minor,lamp broken,6.91,4710
back_bumper,minor,tire flat,11.06,2028
front_light,minor,dent,6.34,1670
front_light,minor,crack,13.55,2269
front_bumper,minor,dent,6.44,2658
hood,moderate,dent,10.56,9145
front_glass,severe,glass shatter,15.77,45193
back_door,minor,dent,5.33,3713
back_bumper,moderate,crack,15.66,5644
back_bumper,moderate,scratch,3.89,1756
back_light,minor,lamp broken,9.74,2811
front_door,moderate,dent,16.18,6811
front_door,minor,crack,2.21,5287
hood,moderate,glass shatter,20.63,24778
back_light,minor,dent,6.12,1492
back_bumper,minor,glass shatter,14.48,6858
front_bumper,moderate,tire flat,7.98,3481
back_door,moderate,glass shatter,16.69,17678
front_door,moderate,crack,7.74,8445
back_bumper,moderate,crack,16.72,4835
back_light,minor,crack,19.69,2074
hood,moderate,glass shatter,17.2,24083
front_bumper,minor,dent,1.17,2673
hood,moderate,glass shatter,1.1,19553
front_bumper,minor,crack,20.76,3385
back_glass,minor,crack,2.48,6438
back_light,minor,crack,8.06,1596
hood,moderate,scratch,24.31,3699
back_glass,moderate,glass shatter,24.73,25148
back_glass,minor,dent,10.78,5529
back_bumper,moderate,scratch,15.72,1818
back_glass,minor,tire flat,24.74,4356
front_bumper,minor,glass shatter,13.88,7027
back_door,minor,dent,13.47,3561
front_bumper,minor,tire flat,12.75,2521
front_light,minor,glass shatter,17.96,4559
back_bumper,minor,scratch,4.73,1258
hood,moderate,lamp broken,3.89,13151
hood,moderate,tire flat,1.11,6208
back_bumper,minor,dent,18.85,2642
front_glass,severe,lamp broken,10.62,31812
front_door,minor,tire flat,14.16,3525
back_light,moderate,scratch,4.3,1079
back_door,moderate,crack,19.29,8445
back_light,moderate,lamp broken,8.1,4202
hood,moderate,scratch,7.74,3288
hood,moderate,dent,18.41,8743
front_bumper,minor,crack,20.67,3896
front_glass,moderate,tire flat,12.79,9908
front_bumper,moderate,lamp broken,9.26,8033
back_door,severe,dent,13.21,9407
front_door,minor,tire flat,1.16,3040
front_light,minor,glass shatter,14.54,4233
front_glass,moderate,crack,8.74,15703
back_door,moderate,glass shatter,2.9,14710
back_light,moderate,dent,8.81,2308
back_glass,moderate,glass shatter,21.25,24894
front_light,severe,lamp broken,10.95,7985
hood,moderate,crack,13.15,9239
hood,minor,scratch,3.68,1912
front_bumper,moderate,dent,14.41,4512
hood,moderate,lamp broken,19.22,15325
hood,minor,glass shatter,23.72,12238
front_light,severe,dent,2.51,4243
front_glass,minor,crack,16.89,8543
front_light,moderate,dent,20.51,3407
back_glass,minor,crack,12.01,6508
front_glass,moderate,dent,11.3,12657
front_bumper,moderate,dent,5.49,4180
back_glass,moderate,lamp broken,10.17,16302
front_light,minor,glass shatter,10.31,3973
front_glass,minor,scratch,23.46,3598
front_bumper,moderate,tire flat,15.03,4211
front_bumper,moderate,dent,2.52,4510
back_bumper,minor,tire flat,5.16,1998
front_glass,minor,tire flat,20.23,6379
hood,severe,crack,18.18,18461
back_light,moderate,glass shatter,15.09,5781
front_door,minor,tire flat,19.11,3677
front_bumper,minor,glass shatter,23.72,8551
back_door,minor,tire flat,1.26,2500
hood,minor,glass shatter,11.9,12905
front_light,minor,dent,4.59,1634
front_glass,moderate,glass shatter,17.09,30011
front_glass,minor,dent,12.76,6418
front_glass,moderate,dent,19.49,12379
back_light,minor,scratch,15.93,719
front_glass,minor,glass shatter,10.42,17534
back_door,moderate,tire flat,6.44,5123
back_glass,minor,crack,15.66,6613
front_door,moderate,lamp broken,22.48,12412
hood,moderate,tire flat,9.35,6166
back_bumper,minor,dent,5.97,2495
front_bumper,minor,scratch,1.06,1193
front_glass,moderate,glass shatter,2.11,27159
back_door,moderate,glass shatter,18.69,16925
back_bumper,minor,lamp broken,8.02,5066
back_glass,minor,lamp broken,15.5,10075
back_light,minor,scratch,10.7,665
hood,moderate,lamp broken,8.27,15244
hood,severe,lamp broken,21.53,23033
front_bumper,severe,glass shatter,18.9,21505
front_light,minor,dent,24.53,1840
back_door,minor,crack,19.5,5045
back_light,minor,tire flat,22.57,1168
back_bumper,minor,tire flat,3.31,1819
back_glass,severe,crack,11.57,15545
back_bumper,minor,dent,21.48,2473
front_door,minor,glass shatter,9.13,10266
hood,moderate,lamp broken,11.28,14175
back_bumper,minor,lamp broken,3.28,4608
back_glass,minor,lamp broken,15.86,10024
back_glass,moderate,dent,3.09,9086
back_bumper,moderate,tire flat,15.77,3585
back_door,moderate,glass shatter,14.88,16276
front_glass,minor,scratch,3.23,2864
front_light,minor,crack,1.28,2279
back_bumper,severe,dent,23.31,7658
back_light,minor,lamp broken,8.93,2879
back_bumper,minor,tire flat,11.78,1821
front_light,moderate,scratch,13.49,1236
hood,moderate,scratch,6.97,3471
hood,minor,dent,11.68,5083
back_bumper,moderate,dent,17.44,4740
back_bumper,moderate,scratch,18.37,2128
back_door,minor,tire flat,15.82,2859
back_glass,moderate,scratch,13.58,3969
back_door,minor,crack,7.63,4826
back_glass,moderate,dent,20.1,9584
front_bumper,minor,scratch,15.96,1232
back_bumper,moderate,scratch,9.57,1865
back_bumper,minor,tire flat,24.03,2281
front_bumper,minor,scratch,4.99,1275
front_light,moderate,scratch,2.64,1159
back_door,moderate,glass shatter,18.02,15250
front_glass,minor,scratch,2.62,2825
back_glass,minor,lamp broken,11.53,9974
front_light,severe,tire flat,10.03,3747
front_glass,moderate,dent,18.26,11764
back_light,moderate,crack,3.48,3209
back_glass,minor,scratch,17.67,2350
front_light,minor,dent,1.74,1750
front_glass,minor,glass shatter,1.15,18274
front_bumper,minor,scratch,11.04,1249
front_glass,moderate,crack,8.94,14190
back_door,moderate,tire flat,11.86,4948
front_light,moderate,scratch,23.55,1352
front_bumper,minor,lamp broken,4.81,5075
front_glass,moderate,dent,4.58,11359
front_glass,moderate,scratch,14.77,5305
back_light,moderate,tire flat,4.47,1712
front_bumper,severe,glass shatter,16.76,19324
back_door,minor,crack,23.83,5313
front_bumper,moderate,tire flat,18.06,3706
back_bumper,minor,lamp broken,15.26,5220
front_door,minor,glass shatter,19.51,9723
front_bumper,minor,scratch,21.43,1369
front_light,moderate,dent,20.22,3064
back_light,minor,glass shatter,18.89,3501
back_door,minor,scratch,21.31,1695
back_light,minor,scratch,6.94,673
back_bumper,minor,dent,19.42,2420
front_glass,moderate,dent,9.49,11220
back_bumper,minor,scratch,2.17,1028
back_light,minor,crack,10.33,1822
hood,moderate,dent,23.9,8674
front_bumper,minor,crack,15.73,3859
hood,minor,lamp broken,7.9,8699
back_door,moderate,scratch,22.2,2747
front_bumper,minor,lamp broken,6.82,4538
back_glass,minor,scratch,14.46,2336
front_door,moderate,scratch,4.91,3070
front_door,severe,glass shatter,9.75,26918
back_light,minor,lamp broken,16.68,2712
hood,moderate,glass shatter,16.01,19751
front_light,moderate,scratch,5.05,1211
back_door,minor,crack,1.16,4274
front_light,minor,scratch,14.25,879
back_light,severe,crack,19.61,4544
back_bumper,minor,crack,21.09,3210
back_bumper,severe,glass shatter,6.74,15611
front_glass,minor,crack,20.56,8799
front_door,minor,glass shatter,14.95,9386
front_bumper,moderate,glass shatter,24.19,12715
back_glass,minor,dent,9.67,5400
front_bumper,severe,dent,2.71,6941
back_bumper,severe,lamp broken,14.55,11901
front_bumper,moderate,crack,13.7,6226
