part,severity,damage_type,coverage_percent,cost
back_glass,moderate,lamp broken,14.79,14046
front_door,minor,glass shatter,15.8,11027
back_glass,minor,crack,15.46,6919
back_bumper,moderate,glass shatter,22.28,12121
back_bumper,minor,glass shatter,12.4,7316
front_glass,moderate,glass shatter,24.93,27901
front_light,moderate,lamp broken,12.63,5351
hood,minor,lamp broken,17.46,9133
hood,moderate,crack,21.41,9991
front_bumper,severe,dent,5.64,7865
hood,minor,crack,12.09,5750
front_light,severe,lamp broken,9.24,8031
hood,minor,lamp broken,10.14,9541
hood,minor,dent,8.58,5350
back_glass,moderate,tire flat,20.35,7931
front_door,minor,scratch,22.3,1660
front_glass,severe,scratch,1.94,7754
hood,severe,lamp broken,1.43,22864
front_bumper,moderate,lamp broken,9.61,7640
back_light,moderate,dent,13.95,2519
back_bumper,minor,crack,17.0,3358
back_light,moderate,lamp broken,12.37,4799
back_door,minor,lamp broken,24.62,6664
back_glass,moderate,glass shatter,22.96,20634
back_light,moderate,dent,18.28,2720
front_glass,moderate,dent,21.87,12687
back_light,severe,dent,23.81,4013
back_door,minor,lamp broken,14.57,7549
hood,moderate,tire flat,24.77,6751
back_bumper,moderate,lamp broken,22.94,9259
back_door,minor,lamp broken,10.95,7060
back_bumper,minor,dent,19.0,2682
back_door,minor,dent,23.05,3800
front_bumper,moderate,scratch,23.52,2230
front_bumper,minor,tire flat,11.13,2550
front_glass,minor,crack,23.56,8794
back_glass,minor,dent,9.26,5386
front_light,minor,scratch,11.21,709
back_glass,moderate,dent,8.96,7994
front_bumper,moderate,glass shatter,7.21,11583
front_glass,minor,crack,17.43,8418
back_light,minor,lamp broken,5.1,2792
back_light,minor,lamp broken,1.15,2725
back_glass,minor,crack,9.34,5660
back_bumper,moderate,dent,10.47,4592
back_door,severe,dent,19.7,9778
back_glass,severe,tire flat,12.87,10811
front_bumper,moderate,lamp broken,18.56,9312
hood,moderate,crack,8.71,9536
back_glass,moderate,lamp broken,5.09,16723
back_glass,moderate,tire flat,3.43,5861
hood,minor,crack,15.76,6140
back_bumper,severe,crack,13.7,9063
front_door,moderate,crack,7.2,8106
front_bumper,minor,glass shatter,9.79,6835
back_glass,minor,crack,13.69,7000
front_bumper,moderate,dent,21.26,4558
front_bumper,moderate,tire flat,14.71,3531
front_bumper,minor,lamp broken,9.0,5148
hood,minor,dent,4.0,4425
back_door,moderate,dent,6.75,6490
back_glass,severe,glass shatter,13.31,36447
back_glass,minor,lamp broken,20.07,9734
front_light,minor,scratch,20.85,803
front_door,minor,tire flat,5.36,3059
front_bumper,minor,glass shatter,16.86,8663
back_light,moderate,glass shatter,19.82,5656
hood,moderate,lamp broken,9.55,15470
back_light,minor,crack,10.16,1571
front_light,moderate,glass shatter,23.4,8152
front_glass,severe,lamp broken,24.69,32695
front_glass,moderate,scratch,14.81,5911
front_glass,severe,crack,9.19,23479
back_bumper,minor,tire flat,2.16,2022
front_door,minor,glass shatter,1.41,11204
front_door,minor,scratch,3.04,1805
hood,severe,crack,5.08,14855
front_bumper,severe,tire flat,19.64,5960
front_light,minor,lamp broken,5.1,3406
front_door,minor,glass shatter,18.04,10368
hood,severe,scratch,18.81,6741
back_bumper,minor,scratch,11.59,1205
hood,moderate,lamp broken,16.9,15772
back_door,minor,scratch,13.97,1788
front_light,minor,dent,23.23,1998
hood,severe,crack,7.3,15174
back_door,moderate,crack,5.95,7575
back_glass,severe,lamp broken,24.57,23579
back_glass,minor,tire flat,1.71,3958
front_door,moderate,glass shatter,3.74,14835
back_light,severe,lamp broken,12.8,7093
front_bumper,moderate,crack,22.3,5421
back_glass,minor,dent,14.85,5174
back_glass,moderate,lamp broken,23.19,16962
back_light,minor,crack,20.9,1774
hood,moderate,lamp broken,19.11,15188
back_bumper,minor,tire flat,4.04,1925
back_door,moderate,dent,19.89,5813
back_light,minor,lamp broken,14.76,2634
back_glass,moderate,tire flat,9.39,6285
front_glass,moderate,dent,17.56,11494
hood,moderate,dent,18.21,7451
front_door,moderate,dent,8.18,7176
back_light,minor,glass shatter,9.24,3931
hood,minor,glass shatter,19.18,11851
front_light,minor,dent,9.37,1859
front_glass,minor,lamp broken,9.48,13508
back_bumper,minor,tire flat,9.01,1928
front_glass,minor,dent,23.94,7365
back_light,moderate,dent,21.66,2808
back_light,minor,lamp broken,5.46,2426
back_door,minor,dent,6.91,4237
back_bumper,minor,tire flat,13.19,1917
front_light,minor,scratch,21.53,832
front_glass,minor,tire flat,1.11,5849
front_bumper,minor,scratch,10.07,1205
back_door,moderate,tire flat,2.84,5297
front_light,moderate,crack,5.91,3535
front_bumper,moderate,glass shatter,2.03,11523
back_door,minor,dent,14.45,3313
front_light,minor,scratch,4.43,740
front_glass,severe,scratch,13.22,7456
front_bumper,minor,tire flat,3.79,2367
back_light,minor,lamp broken,6.07,2192
front_glass,moderate,lamp broken,11.04,20272
back_bumper,minor,lamp broken,13.14,5105
front_bumper,minor,lamp broken,19.37,6009
front_door,moderate,dent,6.69,7353
front_door,moderate,lamp broken,11.89,13452
back_door,minor,glass shatter,5.72,9895
front_glass,severe,lamp broken,24.64,38529
front_glass,moderate,crack,19.38,12894
front_bumper,moderate,scratch,19.24,2522
hood,minor,glass shatter,12.28,13391
front_door,minor,lamp broken,6.62,6952
front_light,minor,glass shatter,7.03,4070
back_bumper,minor,lamp broken,22.92,5598
front_door,minor,scratch,16.29,1827
back_bumper,minor,scratch,10.5,1119
back_glass,severe,dent,2.63,14892
back_light,moderate,dent,18.38,2424
front_light,minor,scratch,19.19,710
back_bumper,moderate,tire flat,17.55,3877
front_bumper,moderate,dent,4.83,4568
back_light,moderate,lamp broken,2.43,4149
front_bumper,severe,dent,23.17,7417
front_bumper,severe,lamp broken,1.68,14186
hood,minor,glass shatter,10.35,11803
front_glass,minor,scratch,9.96,3560
front_bumper,minor,scratch,1.34,1364
back_light,minor,scratch,3.59,689
back_bumper,minor,dent,10.18,2577
front_glass,minor,scratch,1.29,3025
front_light,moderate,tire flat,2.35,2462
back_bumper,moderate,dent,19.71,4230
front_glass,minor,tire flat,14.71,5080
hood,minor,lamp broken,9.14,8726
front_door,minor,dent,12.88,3705
back_bumper,moderate,dent,6.19,4252
back_light,moderate,dent,5.12,2095
back_light,moderate,lamp broken,14.59,4733
front_light,moderate,dent,12.89,2689
back_bumper,minor,crack,23.13,3684
front_glass,severe,dent,3.66,16367
back_door,moderate,glass shatter,11.91,15395
front_glass,severe,dent,4.47,16741
front_bumper,moderate,crack,23.34,5647
front_door,minor,scratch,10.54,1632
back_glass,severe,scratch,7.48,5405
back_bumper,minor,lamp broken,18.81,4791
front_light,minor,scratch,1.54,785
front_glass,moderate,tire flat,8.58,8299
back_glass,minor,glass shatter,16.64,14271
front_bumper,moderate,tire flat,24.29,4251
front_bumper,moderate,crack,9.62,6006
back_door,minor,glass shatter,3.54,9607
back_door,severe,crack,13.89,14151
back_door,moderate,scratch,13.97,2785
front_bumper,moderate,tire flat,13.86,3757
front_light,minor,lamp broken,22.09,3755
front_glass,minor,scratch,10.1,2715
back_bumper,minor,lamp broken,8.49,4312
hood,minor,tire flat,20.7,4125
back_door,minor,lamp broken,1.78,6090
back_glass,minor,dent,2.05,4915
hood,minor,scratch,24.09,2440
back_light,severe,crack,7.69,4389
front_glass,minor,crack,23.81,9139
back_door,moderate,scratch,13.67,2709
front_glass,minor,scratch,21.54,2968
back_glass,moderate,scratch,12.8,4449
back_glass,minor,dent,8.89,5804
back_light,minor,dent,1.44,1408
back_light,moderate,crack,24.86,3141
back_door,minor,lamp broken,13.39,7000
back_door,minor,dent,10.75,3257
back_door,moderate,glass shatter,18.79,15139
back_light,moderate,scratch,5.84,1046
hood,moderate,lamp broken,18.76,15847
front_glass,minor,dent,18.59,6870
back_door,minor,lamp broken,25.0,6995
back_bumper,minor,dent,15.32,2962
hood,moderate,crack,6.98,8859
back_door,moderate,tire flat,23.87,4607
back_door,moderate,lamp broken,8.64,11702
hood,minor,tire flat,7.22,3811
front_bumper,severe,scratch,5.54,3150
back_bumper,minor,dent,8.77,2414
front_glass,minor,glass shatter,8.72,20099
front_bumper,moderate,crack,17.9,6824
front_glass,minor,glass shatter,2.29,15033
back_glass,moderate,crack,18.3,12135
hood,moderate,dent,4.65,7212
back_light,minor,lamp broken,23.14,2588
back_bumper,severe,scratch,10.39,2696
front_door,moderate,lamp broken,12.93,12957
back_glass,minor,glass shatter,22.91,14827
back_light,minor,glass shatter,23.82,3655
front_light,minor,dent,3.09,1753
hood,moderate,scratch,8.97,3711
front_glass,moderate,dent,19.87,13919
front_door,minor,lamp broken,16.97,8366
back_door,minor,dent,15.44,3575
front_bumper,minor,glass shatter,2.29,6409
back_light,minor,lamp broken,3.08,2210
back_glass,severe,scratch,4.05,6467
front_glass,minor,dent,4.0,7114
front_bumper,moderate,lamp broken,1.28,8861
front_glass,minor,crack,20.56,10021
front_bumper,minor,crack,2.1,3810
back_glass,severe,scratch,11.06,5748
front_bumper,moderate,glass shatter,1.6,12364
front_door,minor,scratch,12.98,1973
back_light,minor,tire flat,21.29,1112
front_door,severe,lamp broken,2.99,21457
hood,minor,scratch,8.63,1937
back_glass,moderate,glass shatter,5.4,21597
back_bumper,minor,lamp broken,11.04,5118
front_door,moderate,tire flat,23.86,6234
front_bumper,severe,dent,15.91,7870
front_glass,minor,lamp broken,21.55,12261
front_bumper,minor,glass shatter,2.93,6496
back_bumper,minor,tire flat,1.36,1910
back_door,minor,lamp broken,14.58,7886
back_glass,minor,scratch,21.74,2690
front_bumper,minor,dent,11.06,3139
front_glass,minor,lamp broken,3.65,10628
front_glass,moderate,crack,19.03,13430
front_bumper,moderate,lamp broken,1.41,8055
front_bumper,moderate,crack,3.11,5122
front_light,minor,scratch,2.93,675
back_light,moderate,dent,11.3,2310
front_door,moderate,tire flat,7.9,5818
hood,moderate,scratch,13.68,3498
front_glass,minor,lamp broken,10.72,11626
back_bumper,moderate,crack,20.6,6431
back_glass,minor,dent,22.08,5252
front_bumper,moderate,dent,5.48,5265
back_door,minor,tire flat,8.46,3139
hood,minor,glass shatter,23.7,13500
back_door,moderate,tire flat,21.94,5026
back_bumper,minor,scratch,24.99,1142
front_light,moderate,lamp broken,15.95,5979
back_bumper,minor,dent,7.62,2929
back_light,severe,crack,12.4,4275
back_door,minor,tire flat,3.37,3127
hood,minor,glass shatter,18.98,14710
front_glass,moderate,scratch,23.56,5822
back_bumper,minor,tire flat,3.36,2064
front_light,minor,lamp broken,9.75,2666
back_door,minor,dent,11.5,3515
hood,moderate,scratch,1.54,3963
hood,moderate,lamp broken,21.09,15587
back_bumper,minor,glass shatter,12.23,7302
back_light,minor,glass shatter,10.97,3668
hood,minor,tire flat,19.7,4003
back_glass,moderate,scratch,17.24,4472
front_glass,minor,crack,19.6,9049
front_light,moderate,crack,1.97,3810
hood,moderate,dent,1.17,8614
hood,moderate,dent,18.19,8261
front_door,moderate,glass shatter,13.01,15165
front_bumper,moderate,tire flat,5.66,3996
back_light,severe,glass shatter,4.89,10624
front_glass,minor,lamp broken,24.84,13737
front_glass,minor,lamp broken,11.94,12201
front_light,minor,dent,11.62,1859
back_door,moderate,glass shatter,3.84,16050
front_door,moderate,tire flat,22.06,5019
front_door,moderate,dent,21.13,7999
back_glass,minor,glass shatter,12.53,11652
back_light,minor,crack,23.58,2073
hood,moderate,crack,4.76,10860
back_door,minor,lamp broken,6.33,5929
hood,minor,crack,6.29,5109
back_door,minor,tire flat,20.42,2715
back_bumper,moderate,crack,2.12,4553
back_door,minor,glass shatter,9.75,10557
hood,moderate,glass shatter,10.7,23031
back_light,moderate,tire flat,15.75,1848
front_bumper,minor,lamp broken,1.08,4271
back_door,severe,crack,11.09,13409
back_glass,minor,glass shatter,20.4,15276
back_door,minor,crack,14.24,4486
back_door,minor,scratch,2.83,1605
front_light,moderate,crack,4.22,3563
front_light,minor,lamp broken,9.69,2797
back_bumper,moderate,tire flat,12.08,3166
front_glass,minor,dent,19.88,7199
front_door,minor,crack,12.1,4519
front_door,minor,dent,1.66,3586
hood,minor,glass shatter,10.22,11824
front_light,severe,lamp broken,19.06,8616
back_bumper,minor,scratch,8.63,1322
hood,moderate,dent,22.33,8240
back_door,minor,crack,8.78,4557
back_glass,minor,glass shatter,14.5,13050
front_glass,minor,tire flat,24.55,6496
back_glass,minor,lamp broken,8.21,8038
front_glass,minor,glass shatter,1.25,17926
front_glass,minor,tire flat,12.48,4820
back_light,minor,crack,14.16,2042
front_light,moderate,glass shatter,9.6,6635
hood,moderate,glass shatter,21.06,22952
front_glass,moderate,tire flat,20.14,9570
hood,moderate,glass shatter,6.61,18121
front_door,moderate,crack,7.23,7851
back_bumper,minor,tire flat,21.02,2321
front_light,moderate,scratch,18.81,1532
front_door,moderate,lamp broken,11.3,11326
back_bumper,minor,crack,16.75,3143
front_light,moderate,dent,13.0,3291
front_light,minor,tire flat,7.11,1319
back_door,moderate,lamp broken,1.66,11842
hood,minor,crack,5.34,5431
front_glass,moderate,tire flat,11.93,8383
back_bumper,minor,tire flat,23.65,1953
back_door,moderate,dent,21.06,7300
front_light,moderate,glass shatter,24.25,7055
back_glass,moderate,dent,4.78,9495
front_door,minor,dent,21.09,4183
hood,minor,scratch,5.22,1907
front_glass,minor,lamp broken,15.03,13896
back_glass,moderate,dent,18.93,10449
hood,minor,dent,24.5,4945
front_glass,minor,crack,2.86,8087
back_bumper,minor,dent,22.2,2990
back_light,minor,dent,5.66,1591
back_bumper,moderate,crack,23.59,5353
back_light,minor,scratch,21.04,620
front_bumper,moderate,glass shatter,21.47,14503
front_light,moderate,scratch,19.78,1331
back_light,minor,lamp broken,6.34,2597
front_glass,minor,crack,4.75,7985
hood,minor,crack,15.49,6657
back_light,minor,scratch,4.79,680
back_glass,moderate,lamp broken,4.84,15512
front_glass,minor,scratch,2.15,3413
front_glass,minor,dent,11.33,6887
front_glass,minor,tire flat,5.12,5887
hood,minor,tire flat,24.45,4232
front_bumper,moderate,lamp broken,15.07,7630
back_bumper,moderate,lamp broken,11.44,8561
front_glass,minor,tire flat,9.72,5305
back_bumper,minor,scratch,1.25,1189
back_door,severe,lamp broken,21.27,19486
back_glass,moderate,scratch,22.7,4461
front_bumper,moderate,scratch,7.71,2165
back_bumper,minor,lamp broken,22.57,4733
back_light,minor,scratch,1.16,561
front_door,minor,dent,20.43,4798
front_door,moderate,crack,2.43,8303
back_light,minor,crack,20.11,1970
back_bumper,moderate,scratch,14.94,2174
hood,moderate,crack,6.0,9034
back_light,moderate,scratch,8.07,992
back_glass,minor,lamp broken,1.17,9048
front_door,moderate,lamp broken,13.92,12860
back_door,moderate,scratch,19.93,3161
back_door,moderate,scratch,2.38,2930
front_glass,severe,crack,15.68,24243
back_bumper,minor,dent,24.21,2725
back_door,minor,glass shatter,15.11,9294
back_door,minor,dent,15.29,4307
back_door,minor,lamp broken,11.76,7047
back_door,minor,lamp broken,10.49,5928
back_light,minor,dent,6.57,1394
front_glass,minor,crack,4.63,9204
front_glass,minor,crack,22.54,8130
back_bumper,minor,lamp broken,11.77,5077
back_bumper,moderate,dent,4.8,4572
hood,minor,crack,4.3,5147
back_glass,minor,tire flat,9.49,3757
front_door,minor,crack,3.26,4427
back_glass,moderate,dent,3.52,7841
back_bumper,moderate,lamp broken,12.64,8094
back_glass,minor,crack,24.37,6612
front_bumper,minor,scratch,3.24,1272
front_bumper,moderate,tire flat,8.71,4235
back_door,minor,lamp broken,23.26,6145
hood,minor,glass shatter,11.35,13266
back_light,moderate,scratch,19.18,1158
hood,minor,glass shatter,9.59,13094
back_bumper,minor,scratch,18.19,1272
front_glass,minor,crack,13.47,9053
front_door,minor,tire flat,5.61,3329
back_glass,moderate,crack,18.05,11045
front_glass,minor,scratch,13.19,3068
back_glass,moderate,tire flat,5.04,6274
back_light,moderate,tire flat,18.69,1729
front_glass,moderate,scratch,5.14,5616
back_bumper,minor,dent,9.46,2847
front_glass,moderate,scratch,24.73,5469
hood,minor,glass shatter,19.25,14713
back_bumper,moderate,dent,5.07,3856
front_bumper,minor,dent,14.76,3068
back_bumper,moderate,lamp broken,11.02,7073
front_light,minor,dent,10.56,1635
front_door,severe,dent,9.67,9914
back_door,moderate,glass shatter,16.53,14334
back_light,minor,lamp broken,18.7,2375
back_light,minor,scratch,5.82,658
back_glass,minor,scratch,12.13,2075
back_light,moderate,glass shatter,17.68,6295
back_bumper,minor,lamp broken,12.66,4093
front_glass,minor,crack,23.16,9760
back_bumper,severe,glass shatter,21.89,18322
back_light,minor,tire flat,23.55,1036
front_door,minor,scratch,5.8,1740
front_light,moderate,glass shatter,21.58,8271
back_light,moderate,scratch,3.75,1092
front_bumper,moderate,crack,24.16,5978
back_light,minor,tire flat,9.38,1264
front_bumper,severe,dent,5.72,6914
front_light,moderate,tire flat,13.56,2293
front_glass,minor,dent,17.62,7875
front_bumper,moderate,scratch,2.08,1946
front_glass,minor,dent,21.6,6533
hood,minor,glass shatter,3.08,13505
back_light,minor,scratch,5.39,705
front_bumper,minor,lamp broken,8.38,5558
back_door,minor,glass shatter,7.45,9383
front_door,minor,scratch,10.33,1690
back_bumper,minor,scratch,8.04,1169
back_light,moderate,glass shatter,4.28,6153
back_bumper,moderate,crack,5.15,5253
front_bumper,moderate,dent,24.5,4449
front_door,minor,scratch,9.09,2012
front_light,severe,tire flat,5.19,3437
front_bumper,minor,scratch,15.16,1142
back_bumper,moderate,lamp broken,12.45,6908
front_glass,minor,dent,21.31,7676
back_door,minor,crack,13.12,5266
front_bumper,minor,crack,2.23,3664
back_door,moderate,lamp broken,21.24,13447
front_door,minor,glass shatter,10.94,10394
front_glass,minor,scratch,23.19,3697
back_door,moderate,crack,22.17,7197
front_door,moderate,lamp broken,14.71,13965
back_glass,minor,glass shatter,17.7,14236
back_door,moderate,dent,8.39,5438
front_light,moderate,tire flat,14.49,1995
back_light,minor,crack,22.18,1631
back_bumper,moderate,scratch,11.66,2199
hood,minor,scratch,10.51,2304
back_light,moderate,dent,12.3,2668
back_door,severe,lamp broken,5.39,15978
front_glass,severe,glass shatter,16.42,53177
back_bumper,minor,lamp broken,16.53,4720
back_light,moderate,lamp broken,17.23,4876
back_bumper,minor,glass shatter,5.93,6422
front_bumper,moderate,tire flat,17.71,4145
hood,severe,glass shatter,1.58,35724
front_door,moderate,dent,16.28,7162
back_glass,moderate,dent,2.41,8807
hood,moderate,glass shatter,19.36,22375
front_glass,moderate,tire flat,1.71,8448
back_glass,moderate,dent,10.65,7924
back_bumper,minor,glass shatter,20.43,7216
hood,minor,lamp broken,24.88,10321
back_glass,minor,glass shatter,4.69,13864
back_light,minor,scratch,11.98,734
back_bumper,minor,lamp broken,20.93,5073
back_glass,moderate,glass shatter,4.79,19963
hood,severe,tire flat,6.63,11264
back_light,minor,crack,24.75,1966
back_bumper,minor,dent,19.6,2836
front_glass,minor,glass shatter,10.13,16248
front_door,minor,lamp broken,1.05,6468
hood,severe,scratch,7.52,5917
hood,moderate,tire flat,16.81,6150
back_bumper,minor,tire flat,21.92,2272
back_door,moderate,glass shatter,3.68,15551
back_bumper,moderate,glass shatter,23.89,11138
back_light,minor,tire flat,22.19,1211
back_bumper,minor,dent,21.42,3079
back_glass,minor,tire flat,8.89,3710
front_light,minor,dent,2.31,1736
back_glass,moderate,glass shatter,2.02,23918
back_light,minor,dent,13.95,1495
back_door,minor,glass shatter,4.61,8531
front_glass,minor,lamp broken,21.88,12381
front_bumper,minor,lamp broken,23.72,5788
back_bumper,minor,glass shatter,13.18,6975
front_door,minor,lamp broken,16.52,7779
back_door,minor,dent,1.05,4096
back_door,moderate,tire flat,22.46,5757
back_glass,minor,glass shatter,4.18,13278
hood,moderate,scratch,6.76,3219
back_bumper,moderate,tire flat,5.21,3739
back_light,severe,tire flat,7.35,2789
front_door,minor,lamp broken,16.62,7806
front_door,moderate,lamp broken,22.0,14296
back_door,minor,scratch,18.91,1917
back_glass,minor,crack,22.05,6228
back_bumper,minor,lamp broken,23.22,5626
front_light,minor,crack,5.38,2344
front_light,moderate,glass shatter,23.24,6913
front_glass,moderate,tire flat,1.02,9755
front_bumper,minor,scratch,4.19,1359
front_bumper,minor,dent,6.34,3089
front_bumper,moderate,lamp broken,17.8,9797
front_door,moderate,crack,24.3,9862
front_bumper,minor,lamp broken,3.85,5588
front_light,minor,glass shatter,9.87,5046
front_glass,minor,glass shatter,5.74,15640
front_glass,minor,dent,20.36,7577
hood,minor,glass shatter,2.77,11795
front_bumper,moderate,lamp broken,24.23,10194
back_glass,moderate,scratch,23.83,3770
hood,minor,glass shatter,24.07,13786
back_glass,minor,dent,10.56,5986
front_glass,minor,scratch,9.27,3203
back_glass,severe,lamp broken,15.48,28929
hood,minor,scratch,19.04,2458
front_glass,minor,lamp broken,18.04,12751
back_glass,severe,crack,11.41,16246
back_light,minor,crack,2.17,1941
front_bumper,moderate,lamp broken,3.3,7644
hood,minor,tire flat,19.35,3544
back_glass,minor,glass shatter,1.11,11239
front_bumper,moderate,dent,16.8,4975
front_glass,moderate,scratch,18.39,6096
front_bumper,moderate,tire flat,6.44,3215
front_bumper,severe,tire flat,2.7,5506
back_bumper,minor,scratch,14.8,1132
hood,minor,glass shatter,15.19,13151
front_door,minor,tire flat,4.83,3359
back_glass,severe,crack,8.91,19373
back_glass,minor,dent,6.6,5670
back_bumper,severe,lamp broken,24.84,13059
back_door,severe,lamp broken,14.41,19018
back_glass,severe,lamp broken,20.85,26550
back_bumper,severe,tire flat,9.88,5501
back_bumper,minor,dent,9.75,2722
back_bumper,moderate,glass shatter,10.82,12665
front_glass,minor,lamp broken,12.53,13555
front_bumper,minor,dent,20.09,2888
front_bumper,moderate,dent,8.63,5488
back_light,moderate,glass shatter,8.58,6005
back_bumper,minor,dent,12.9,2774
back_door,severe,glass shatter,9.39,23733
back_door,moderate,lamp broken,5.3,9538
front_door,moderate,lamp broken,15.01,13204
back_light,minor,lamp broken,6.04,2205
front_bumper,minor,tire flat,8.05,2575
front_bumper,minor,glass shatter,15.61,8285
front_light,minor,glass shatter,19.0,4716
back_glass,minor,scratch,2.58,2561
back_bumper,moderate,tire flat,10.92,2999
back_door,moderate,glass shatter,24.46,18228
front_door,minor,dent,6.73,4208
hood,minor,lamp broken,7.43,8421
front_bumper,moderate,dent,2.76,5102
hood,minor,dent,14.07,4439
back_door,moderate,crack,11.85,7281
front_glass,minor,tire flat,15.45,4968
front_glass,moderate,dent,20.71,10497
front_bumper,moderate,dent,22.41,5606
front_bumper,moderate,crack,3.81,5396
back_bumper,moderate,scratch,19.92,2065
back_glass,moderate,dent,1.58,7696
front_glass,moderate,glass shatter,19.41,33352
back_bumper,minor,scratch,22.97,1256
front_glass,severe,tire flat,16.08,15798
back_bumper,minor,tire flat,13.97,1871
front_door,moderate,scratch,9.11,3428
front_glass,moderate,crack,18.02,13554
back_light,minor,tire flat,18.3,1053
back_bumper,moderate,scratch,12.24,1832
back_bumper,severe,lamp broken,22.6,14214
front_glass,minor,glass shatter,18.28,19185
front_light,moderate,dent,1.98,2955
back_door,moderate,lamp broken,3.22,11959
front_bumper,minor,scratch,5.79,1403
back_glass,minor,glass shatter,3.31,13144
hood,moderate,crack,9.23,10956
back_light,moderate,scratch,3.67,1096
back_bumper,severe,crack,20.17,9430
back_glass,minor,scratch,6.42,2567
back_bumper,minor,glass shatter,7.54,7045
front_bumper,moderate,glass shatter,24.01,11554
hood,moderate,tire flat,19.54,7547
back_light,minor,dent,2.52,1363
back_door,moderate,lamp broken,18.5,11963
front_glass,moderate,glass shatter,24.95,28549
front_glass,minor,scratch,17.87,3303
back_bumper,minor,crack,1.33,3302
back_door,minor,tire flat,1.39,2727
hood,minor,glass shatter,22.76,13523
back_bumper,severe,crack,2.24,7615
front_glass,minor,glass shatter,20.9,18131
back_glass,minor,tire flat,16.39,4392
front_glass,moderate,crack,15.97,15056
back_bumper,moderate,scratch,15.22,2278
back_bumper,minor,tire flat,1.69,1885
back_bumper,minor,lamp broken,4.79,4158
front_light,moderate,crack,17.71,3556
back_door,moderate,lamp broken,5.48,10660
back_bumper,moderate,lamp broken,11.33,6998
front_light,severe,crack,23.74,6853
front_door,moderate,crack,24.56,9139
back_glass,minor,dent,18.93,6217
front_bumper,minor,tire flat,8.91,2268
back_door,minor,lamp broken,14.47,7330
front_glass,moderate,crack,13.71,13611
front_bumper,minor,crack,10.75,3964
front_door,minor,scratch,15.8,1623
front_glass,minor,glass shatter,24.27,18616
front_glass,minor,scratch,11.15,3084
front_bumper,moderate,glass shatter,4.7,11846
front_glass,minor,dent,9.48,7997
front_door,minor,lamp broken,2.7,7944
back_bumper,minor,dent,17.31,2826
back_door,minor,glass shatter,3.25,9179
front_door,minor,lamp broken,2.48,6250
front_bumper,minor,crack,6.89,3338
front_light,minor,lamp broken,18.03,3675
front_door,minor,scratch,20.48,2015
front_light,minor,lamp broken,18.34,2882
back_door,severe,tire flat,16.29,8183
front_glass,severe,tire flat,21.34,14894
back_light,minor,glass shatter,22.24,4010
back_light,moderate,crack,12.88,3126
hood,minor,glass shatter,23.92,13031
front_light,moderate,dent,24.29,3567
front_light,moderate,glass shatter,3.13,6724
back_bumper,minor,tire flat,5.45,1723
front_door,minor,glass shatter,6.21,11305
back_glass,moderate,tire flat,17.77,6474
back_glass,moderate,scratch,21.65,3856
back_bumper,moderate,scratch,23.12,1961
back_glass,severe,glass shatter,22.5,37511
back_glass,minor,crack,12.36,5998
back_glass,moderate,scratch,21.82,4294
back_bumper,minor,scratch,5.38,1167
front_bumper,severe,tire flat,2.57,6040
back_light,minor,scratch,8.04,588
front_bumper,moderate,glass shatter,15.51,12857
back_bumper,minor,tire flat,20.68,2374
front_door,moderate,crack,4.04,7829
front_light,minor,crack,17.55,2297
back_light,severe,lamp broken,3.98,5751
front_glass,severe,crack,6.12,20164
front_glass,moderate,tire flat,4.61,7893
front_light,minor,glass shatter,5.89,3846
hood,severe,tire flat,23.92,10664
front_bumper,minor,tire flat,23.21,2373
back_light,minor,lamp broken,6.71,2776
front_door,minor,lamp broken,15.97,8118
back_glass,minor,tire flat,18.47,3680
front_light,minor,tire flat,2.29,1464
front_bumper,moderate,dent,21.85,5101
front_door,minor,lamp broken,11.88,6559
back_bumper,moderate,glass shatter,1.33,9293
front_glass,moderate,scratch,16.9,5138
front_glass,severe,crack,18.49,22260
front_light,minor,crack,12.66,2222
back_door,severe,lamp broken,24.54,20357
front_light,moderate,tire flat,14.0,2164
back_door,moderate,crack,17.95,7855
front_door,minor,crack,7.77,5234
back_light,moderate,scratch,19.6,1110
back_light,minor,scratch,6.34,654
front_glass,minor,dent,4.77,6929
hood,minor,tire flat,21.81,3608
front_bumper,severe,lamp broken,6.47,11692
back_door,moderate,scratch,11.49,2995
back_glass,severe,scratch,20.6,7443
front_bumper,minor,glass shatter,20.84,8828
back_glass,minor,crack,12.07,6495
front_light,moderate,dent,19.58,3076
back_glass,minor,scratch,16.43,2512
back_bumper,moderate,crack,24.34,5369
front_glass,minor,lamp broken,17.74,14752
back_light,moderate,tire flat,14.81,1862
front_bumper,moderate,glass shatter,14.8,12856
front_bumper,minor,glass shatter,17.31,7756
front_light,minor,lamp broken,19.6,3149
hood,severe,scratch,21.55,6854
front_light,minor,scratch,20.3,709
hood,moderate,dent,4.38,7075
front_glass,minor,scratch,11.05,2999
front_door,minor,tire flat,13.16,3651
front_door,moderate,glass shatter,13.55,17183
front_door,moderate,crack,9.45,9494
back_glass,minor,crack,7.59,5438
front_glass,minor,lamp broken,13.5,13807
hood,minor,scratch,2.38,1860
front_glass,minor,crack,3.56,7517
front_bumper,minor,crack,19.48,3826
front_light,minor,crack,20.24,2463
back_light,minor,lamp broken,13.83,2585
hood,moderate,scratch,20.69,4277
back_door,minor,glass shatter,6.88,8705
front_bumper,minor,crack,6.09,3648
